"GHO (CODE)","GHO (DISPLAY)","GHO (URL)","PUBLISHSTATE (CODE)","PUBLISHSTATE (DISPLAY)","PUBLISHSTATE (URL)","YEAR (CODE)","YEAR (DISPLAY)","YEAR (URL)","REGION (CODE)","REGION (DISPLAY)","REGION (URL)","COUNTRY (CODE)","COUNTRY (DISPLAY)","COUNTRY (URL)","RESIDENCEAREATYPE (CODE)","RESIDENCEAREATYPE (DISPLAY)","RESIDENCEAREATYPE (URL)","Display Value","Numeric","Low","High","Comments"
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","1995","1995","","AFR","Africa","","ETH","Ethiopia","","RUR","Rural","","0","0.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","1990","1990","","AFR","Africa","","NER","Niger","","RUR","Rural","","2","2.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2010","2010","","AFR","Africa","","TGO","Togo","","RUR","Rural","","3","3.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2005","2005","","AFR","Africa","","TGO","Togo","","RUR","Rural","","4","4.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","1990","1990","","AFR","Africa","","NER","Niger","","TOTL","Total","","5","5.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","1990","1990","","AFR","Africa","","SLE","Sierra Leone","","RUR","Rural","","5","5.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2010","2010","","AFR","Africa","","COG","Congo","","RUR","Rural","","6","6.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","1995","1995","","AFR","Africa","","NER","Niger","","TOTL","Total","","6","6.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","1990","1990","","AFR","Africa","","TZA","United Republic of Tanzania","","RUR","Rural","","6","6.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2012","2012","","AFR","Africa","","BFA","Burkina Faso","","RUR","Rural","","7","7.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2010","2010","","AFR","Africa","","SLE","Sierra Leone","","RUR","Rural","","7","7.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2012","2012","","AFR","Africa","","SLE","Sierra Leone","","RUR","Rural","","7","7.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2012","2012","","AFR","Africa","","TZA","United Republic of Tanzania","","RUR","Rural","","7","7.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2012","2012","","AFR","Africa","","GHA","Ghana","","RUR","Rural","","8","8.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","1990","1990","","AFR","Africa","","TGO","Togo","","RUR","Rural","","8","8.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","1995","1995","","WPR","Western Pacific","","KHM","Cambodia","","TOTL","Total","","8","8.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","1990","1990","","AFR","Africa","","ERI","Eritrea","","TOTL","Total","","9","9.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2010","2010","","AFR","Africa","","NER","Niger","","TOTL","Total","","9","9.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","1995","1995","","SEAR","South-East Asia","","NPL","Nepal","","RUR","Rural","","10","10.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2000","2000","","AFR","Africa","","ERI","Eritrea","","TOTL","Total","","11","11.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2000","2000","","AFR","Africa","","BFA","Burkina Faso","","TOTL","Total","","12","12.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","1990","1990","","AFR","Africa","","CAF","Central African Republic","","RUR","Rural","","12","12.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2005","2005","","AFR","Africa","","SLE","Sierra Leone","","TOTL","Total","","12","12.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","1990","1990","","EMR","Eastern Mediterranean","","YEM","Yemen","","RUR","Rural","","12","12.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","1995","1995","","AFR","Africa","","LBR","Liberia","","TOTL","Total","","13","13.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","1995","1995","","AFR","Africa","","TGO","Togo","","TOTL","Total","","13","13.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2010","2010","","AFR","Africa","","COG","Congo","","TOTL","Total","","14","14.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2012","2012","","AFR","Africa","","GHA","Ghana","","TOTL","Total","","14","14.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2000","2000","","AFR","Africa","","STP","Sao Tome and Principe","","RUR","Rural","","14","14.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","1990","1990","","AMR","Americas","","PRY","Paraguay","","RUR","Rural","","14","14.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2012","2012","","AFR","Africa","","MLI","Mali","","RUR","Rural","","15","15.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2005","2005","","AFR","Africa","","NAM","Namibia","","RUR","Rural","","15","15.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2005","2005","","AMR","Americas","","HTI","Haiti","","RUR","Rural","","15","15.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2012","2012","","WPR","Western Pacific","","SLB","Solomon Islands","","RUR","Rural","","15","15.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","1995","1995","","AFR","Africa","","CAF","Central African Republic","","TOTL","Total","","16","16.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2005","2005","","WPR","Western Pacific","","KHM","Cambodia","","RUR","Rural","","17","17.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2000","2000","","WPR","Western Pacific","","LAO","Lao People's Democratic Republic","","RUR","Rural","","17","17.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2005","2005","","AFR","Africa","","STP","Sao Tome and Principe","","RUR","Rural","","18","18.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2000","2000","","AMR","Americas","","BOL","Bolivia (Plurinational State of)","","RUR","Rural","","18","18.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","1990","1990","","EMR","Eastern Mediterranean","","SDN","Sudan","","RUR","Rural","","18","18.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2010","2010","","AFR","Africa","","MDG","Madagascar","","URB","Urban","","19","19.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2012","2012","","AFR","Africa","","MDG","Madagascar","","URB","Urban","","19","19.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2012","2012","","AFR","Africa","","AGO","Angola","","RUR","Rural","","20","20.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","1995","1995","","AFR","Africa","","LSO","Lesotho","","RUR","Rural","","20","20.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2005","2005","","AFR","Africa","","TZA","United Republic of Tanzania","","URB","Urban","","20","20.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","1990","1990","","WPR","Western Pacific","","KIR","Kiribati","","RUR","Rural","","20","20.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","1995","1995","","WPR","Western Pacific","","LAO","Lao People's Democratic Republic","","TOTL","Total","","20","20.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","1990","1990","","WPR","Western Pacific","","PNG","Papua New Guinea","","TOTL","Total","","20","20.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2012","2012","","AFR","Africa","","MOZ","Mozambique","","TOTL","Total","","21","21.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","1990","1990","","AFR","Africa","","SEN","Senegal","","RUR","Rural","","21","21.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2000","2000","","EMR","Eastern Mediterranean","","AFG","Afghanistan","","RUR","Rural","","21","21.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","1995","1995","","SEAR","South-East Asia","","IND","India","","TOTL","Total","","21","21.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2000","2000","","SEAR","South-East Asia","","NPL","Nepal","","TOTL","Total","","21","21.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2000","2000","","AFR","Africa","","ETH","Ethiopia","","URB","Urban","","22","22.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2010","2010","","EMR","Eastern Mediterranean","","SDN","Sudan","","TOTL","Total","","22","22.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2012","2012","","AFR","Africa","","ETH","Ethiopia","","RUR","Rural","","23","23.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2010","2010","","EMR","Eastern Mediterranean","","SOM","Somalia","","TOTL","Total","","23","23.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2005","2005","","AFR","Africa","","MWI","Malawi","","URB","Urban","","24","24.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2005","2005","","EMR","Eastern Mediterranean","","SDN","Sudan","","TOTL","Total","","24","24.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2012","2012","","EMR","Eastern Mediterranean","","SDN","Sudan","","TOTL","Total","","24","24.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2012","2012","","AFR","Africa","","BEN","Benin","","URB","Urban","","25","25.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2005","2005","","AFR","Africa","","COD","Democratic Republic of the Congo","","RUR","Rural","","25","25.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2000","2000","","AFR","Africa","","CPV","Cabo Verde","","RUR","Rural","","25","25.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","1995","1995","","WPR","Western Pacific","","CHN","China","","RUR","Rural","","25","25.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2000","2000","","WPR","Western Pacific","","FSM","Micronesia (Federated States of)","","RUR","Rural","","25","25.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2005","2005","","WPR","Western Pacific","","KHM","Cambodia","","TOTL","Total","","25","25.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2010","2010","","AFR","Africa","","NGA","Nigeria","","RUR","Rural","","26","26.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2005","2005","","AFR","Africa","","TGO","Togo","","URB","Urban","","26","26.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2010","2010","","AFR","Africa","","TGO","Togo","","URB","Urban","","26","26.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","1990","1990","","AMR","Americas","","NIC","Nicaragua","","RUR","Rural","","26","26.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2005","2005","","EMR","Eastern Mediterranean","","AFG","Afghanistan","","TOTL","Total","","26","26.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","1990","1990","","AFR","Africa","","CMR","Cameroon","","RUR","Rural","","27","27.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","1995","1995","","AFR","Africa","","CMR","Cameroon","","RUR","Rural","","27","27.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2000","2000","","AFR","Africa","","KEN","Kenya","","TOTL","Total","","27","27.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","1995","1995","","AFR","Africa","","UGA","Uganda","","RUR","Rural","","27","27.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2005","2005","","EMR","Eastern Mediterranean","","PAK","Pakistan","","RUR","Rural","","27","27.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2010","2010","","AFR","Africa","","COD","Democratic Republic of the Congo","","URB","Urban","","29","29.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2012","2012","","WPR","Western Pacific","","SLB","Solomon Islands","","TOTL","Total","","29","29.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2005","2005","","AFR","Africa","","KEN","Kenya","","URB","Urban","","30","30.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2010","2010","","AFR","Africa","","KEN","Kenya","","URB","Urban","","31","31.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2010","2010","","AFR","Africa","","NAM","Namibia","","TOTL","Total","","31","31.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2000","2000","","AFR","Africa","","BWA","Botswana","","RUR","Rural","","32","32.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2012","2012","","AFR","Africa","","ZWE","Zimbabwe","","RUR","Rural","","32","32.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2000","2000","","AMR","Americas","","NIC","Nicaragua","","RUR","Rural","","32","32.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2012","2012","","AFR","Africa","","CIV","Côte d'Ivoire","","URB","Urban","","33","33.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2012","2012","","AFR","Africa","","COD","Democratic Republic of the Congo","","RUR","Rural","","33","33.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","1990","1990","","AFR","Africa","","MLI","Mali","","URB","Urban","","33","33.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2005","2005","","AFR","Africa","","UGA","Uganda","","URB","Urban","","33","33.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","1990","1990","","AMR","Americas","","HND","Honduras","","RUR","Rural","","33","33.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2005","2005","","AFR","Africa","","CPV","Cabo Verde","","RUR","Rural","","34","34.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2000","2000","","AFR","Africa","","NGA","Nigeria","","URB","Urban","","34","34.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2005","2005","","AFR","Africa","","SEN","Senegal","","RUR","Rural","","34","34.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2012","2012","","AFR","Africa","","UGA","Uganda","","TOTL","Total","","34","34.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","1995","1995","","AMR","Americas","","HTI","Haiti","","URB","Urban","","34","34.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","1995","1995","","EMR","Eastern Mediterranean","","MAR","Morocco","","RUR","Rural","","34","34.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2010","2010","","EMR","Eastern Mediterranean","","PAK","Pakistan","","RUR","Rural","","34","34.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2010","2010","","AFR","Africa","","COM","Comoros","","TOTL","Total","","35","35.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","1995","1995","","AFR","Africa","","GAB","Gabon","","RUR","Rural","","35","35.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","1990","1990","","AFR","Africa","","SEN","Senegal","","TOTL","Total","","35","35.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2000","2000","","WPR","Western Pacific","","CHN","China","","RUR","Rural","","35","35.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2012","2012","","SEAR","South-East Asia","","IND","India","","TOTL","Total","","36","36.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2010","2010","","AMR","Americas","","NIC","Nicaragua","","RUR","Rural","","37","37.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2012","2012","","AMR","Americas","","NIC","Nicaragua","","RUR","Rural","","37","37.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2005","2005","","WPR","Western Pacific","","KIR","Kiribati","","TOTL","Total","","37","37.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","1990","1990","","WPR","Western Pacific","","VNM","Viet Nam","","TOTL","Total","","37","37.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2000","2000","","AFR","Africa","","MRT","Mauritania","","URB","Urban","","38","38.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2000","2000","","WPR","Western Pacific","","VUT","Vanuatu","","RUR","Rural","","38","38.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2005","2005","","AFR","Africa","","BDI","Burundi","","URB","Urban","","39","39.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","1990","1990","","AFR","Africa","","BWA","Botswana","","TOTL","Total","","39","39.00000","","",""
"WHS5_158","Population using improved sanitation facilities (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=9","PUBLISHED","Published","","2000","2000","","AFR","Africa","","GAB","Gabon","","TOTL","Total","","39","39.00000","","",""
